,num,"0.1,0.2","0.1,0.4","0.3,0.2","0.3,0.4","0.5,0.2","0.5,0.4"
0,1,0.3619607985019684,0.40247946977615356,0.34319671988487244,0.35580894351005554,0.3541300892829895,0.3429993987083435
1,2,0.32909026741981506,0.32902735471725464,0.349663108587265,0.3995959758758545,0.38708093762397766,0.36118224263191223
2,3,0.2837406396865845,0.3608630299568176,0.34723588824272156,0.32164904475212097,0.3455066382884979,0.34253236651420593
3,4,0.3245856761932373,0.303148478269577,0.30064359307289124,0.34763166308403015,0.3753017485141754,0.31366533041000366
4,5,0.31784912943840027,0.3309800326824188,0.33084040880203247,0.31551316380500793,0.34130915999412537,0.37328261137008667
5,6,0.33368727564811707,0.31200647354125977,0.33878424763679504,0.32555654644966125,0.33145731687545776,0.3410288393497467
6,7,0.36100026965141296,0.32156023383140564,0.33153772354125977,0.3468725085258484,0.3196276128292084,0.35508865118026733
7,8,0.3416920006275177,0.3821071982383728,0.3265289068222046,0.33098435401916504,0.3223890960216522,0.3339564800262451
8,9,0.31371796131134033,0.32795894145965576,0.34943798184394836,0.3308665454387665,0.31579482555389404,0.3409762382507324
9,10,0.31344932317733765,0.36420243978500366,0.34454113245010376,0.3608071208000183,0.3344331681728363,0.3297661244869232
10,11,0.3273257613182068,0.30578309297561646,0.338107705116272,0.3040141761302948,0.30828285217285156,0.3550431430339813
11,12,0.3601120710372925,0.3392547369003296,0.3657863438129425,0.3101542592048645,0.40184906125068665,0.3248784840106964
12,13,0.3639488220214844,0.3454161286354065,0.32019683718681335,0.4313141405582428,0.3469143211841583,0.3567836284637451
13,14,0.33791911602020264,0.33221110701560974,0.3648909628391266,0.3046712577342987,0.3814372718334198,0.3465885519981384
14,15,0.28658750653266907,0.3035367429256439,0.31282246112823486,0.31219619512557983,0.3374076187610626,0.3537150025367737
15,16,0.3341900408267975,0.34707149863243103,0.3240552842617035,0.36892592906951904,0.36600056290626526,0.3177875876426697
16,17,0.3358718156814575,0.30507978796958923,0.3019207715988159,0.2991574704647064,0.31601929664611816,0.38805145025253296
17,18,0.35645702481269836,0.31145089864730835,0.34667539596557617,0.3320266604423523,0.3432200849056244,0.3562789559364319
18,19,0.3069680631160736,0.33480751514434814,0.31804218888282776,0.2877126932144165,0.3545660972595215,0.31310081481933594
19,20,0.32869118452072144,0.28582683205604553,0.5685855746269226,0.3487653136253357,0.34798264503479004,0.31278330087661743
20,21,0.2899448573589325,0.3293745815753937,0.340943843126297,0.33383727073669434,0.338545560836792,0.3676052987575531
21,22,0.3291153609752655,0.32081860303878784,0.3001909852027893,0.316847026348114,0.33371207118034363,0.3779745101928711
22,23,0.3370935618877411,0.3629077672958374,0.33873194456100464,0.3318251967430115,0.3214818239212036,0.3413141071796417
23,24,0.3206331133842468,0.3303571939468384,0.328162282705307,0.292497843503952,0.3137936294078827,0.3344098627567291
24,25,0.33818092942237854,0.3215682804584503,0.3248387575149536,0.32334476709365845,0.35265493392944336,0.33297207951545715
25,26,0.3670775294303894,0.2983134686946869,0.336860716342926,0.3866102993488312,0.34417587518692017,0.3426610827445984
26,27,0.31294554471969604,0.3881031572818756,0.34265682101249695,0.3149022161960602,0.3380962312221527,0.3316318690776825
27,28,0.35071709752082825,0.3071322441101074,0.3455031216144562,0.3494309186935425,0.3075227737426758,0.32503196597099304
28,29,0.341770201921463,0.3395242393016815,0.3203417658805847,0.3050588369369507,0.3666284382343292,0.329498827457428
29,30,0.3254855275154114,0.31833910942077637,0.3199520707130432,0.32484179735183716,0.3434472680091858,0.30235937237739563
30,31,0.34816011786460876,0.378235787153244,0.321418821811676,0.3277515172958374,0.32927143573760986,0.31812915205955505
31,32,0.3093738853931427,0.29436013102531433,0.32182520627975464,0.33384397625923157,0.3530718684196472,0.34048810601234436
32,33,0.35577940940856934,0.3440760672092438,0.3045803904533386,0.3207496702671051,0.3117522597312927,0.33207055926322937
33,34,0.3565279543399811,0.2953505218029022,0.36491158604621887,0.33046582341194153,0.3190765082836151,0.3093768358230591
34,35,0.5359010100364685,0.3560192883014679,0.31095966696739197,0.29993993043899536,0.3730194866657257,0.3553926348686218
35,36,0.29699191451072693,0.33357003331184387,0.3661210834980011,0.32806041836738586,0.3481540083885193,0.39369872212409973
36,37,0.3626742362976074,0.31305429339408875,0.32614263892173767,0.3491671681404114,0.3406037986278534,0.36151793599128723
37,38,0.34417617321014404,0.3071584403514862,0.3537721037864685,0.3319012522697449,0.30993807315826416,0.3241618573665619
38,39,0.3043052554130554,0.3257627487182617,0.32015377283096313,0.34580373764038086,0.3245897591114044,0.3732638955116272
39,40,0.30771899223327637,0.38307932019233704,0.3423649072647095,0.31122010946273804,0.3436421751976013,0.35912778973579407
40,41,0.3175618350505829,0.3734826445579529,0.33789029717445374,0.34988170862197876,0.3544979691505432,0.3595395088195801
41,42,0.34439319372177124,0.36445966362953186,0.33654293417930603,0.32263293862342834,0.325624018907547,0.3225797116756439
42,43,0.35724174976348877,0.3400278687477112,0.37968936562538147,0.36742067337036133,0.34023383259773254,0.33123233914375305
43,44,0.3519057333469391,0.32374241948127747,0.31238436698913574,0.31541165709495544,0.34646615386009216,0.38483452796936035
44,45,0.32069656252861023,0.3422025740146637,0.3158152401447296,0.34270164370536804,0.35422244668006897,0.3300014138221741
45,46,0.29829177260398865,0.2895480692386627,0.32629698514938354,0.31960630416870117,0.38526543974876404,0.3670692443847656
46,47,0.394440233707428,0.29794466495513916,0.3948213458061218,0.35768982768058777,0.3053041100502014,0.3262322247028351
47,48,0.3347160816192627,0.3212154805660248,0.346267431974411,0.3360055387020111,0.3279571831226349,0.3589414358139038
48,49,0.2902980148792267,0.3229321539402008,0.3329356908798218,0.3553113341331482,0.3559506833553314,0.3531610071659088
49,50,0.31261518597602844,0.31561246514320374,0.34919047355651855,0.3056740462779999,0.32640862464904785,0.35263732075691223
50,51,0.3385041654109955,0.3129284679889679,0.33925288915634155,0.33456411957740784,0.3476158082485199,0.3507639765739441
51,52,0.3209976553916931,0.32530516386032104,0.2987058162689209,0.33797720074653625,0.32985684275627136,0.3164653480052948
52,53,0.3183319866657257,0.33582642674446106,0.3241771459579468,0.3655029833316803,0.3454040288925171,0.3553381860256195
53,54,0.3430909514427185,0.34453052282333374,0.35634899139404297,0.31895890831947327,0.3248118758201599,0.2919139564037323
54,55,0.3421875536441803,0.33121681213378906,0.33754080533981323,0.3437475562095642,0.36919960379600525,0.3656681776046753
55,56,0.28213822841644287,0.33357682824134827,0.29428693652153015,0.3417501151561737,0.31928810477256775,0.3430144488811493
56,57,0.30160340666770935,0.30079370737075806,0.35236191749572754,0.32411664724349976,0.31195300817489624,0.34682735800743103
57,58,0.3394060730934143,0.3109801411628723,0.32841750979423523,0.3303512632846832,0.34920424222946167,0.3626101315021515
58,59,0.34703388810157776,0.3138009309768677,0.34409064054489136,0.33711257576942444,0.3206874132156372,0.3296814262866974
59,60,0.32652339339256287,0.336036741733551,0.31259235739707947,0.3259117603302002,0.3092907965183258,0.31701409816741943
